O*NET-SOC Code,Title,oral_comprehension,oral_expression,fluency_of_ideas,originality,problem_sensitivity,deductive_reasoning,information_ordering,mathematical_reasoning,perceptual_speed,visualization,selective_attention,time_sharing,arm_hand_steadiness,finger_dexterity,multilimb_coordination,response_orientation,rate_control,reaction_time,wrist_finger_speed,speed_of_limb_movement,stamina,extent_flexibility,dynamic_flexibility,sound_localization,speech_clarity,label_ML,probability_ML
17-2112.03,Manufacturing Engineers,4.88,4.75,4.12,4.12,4.38,4.88,4.12,4.62,3.75,4,3.75,2.5,2.5,2.38,2.25,1.5,1.38,2.5,2,0.25,1.12,1.75,0,0.25,3.62,NA,
17-2121.00,Marine Engineers and Naval Architects,4.81,4.81,4.06,4.06,4.31,5,4.56,4.5,3.19,4.44,3.12,2.56,2.25,2.31,1.75,1.12,0.88,1.87,1.31,0.38,0.88,1.75,0,0.88,3.25,NA,
13-1161.00,Market Research Analysts and Marketing Specialists,4.5,4.5,4,3.38,3.88,4.38,3.88,3.88,2.88,2.62,2.88,2.25,0.12,1.75,0,0,0,0,0.38,0,0,0,0,0,3.62,1,
11-2021.00,Marketing Managers,4.38,4.12,4.25,4,3.88,4.38,3.5,3.62,2.88,3,2.88,2.62,0.12,1.25,0,0,0,0,0.75,0,0,0,0,0,3.88,NA,
21-1013.00,Marriage and Family Therapists,4.5,4.88,4.12,3.5,4.5,4.12,3.75,1.88,2.5,2.12,3.12,2.88,0,1,0.12,0.12,0,0.38,0.62,0.12,0.12,0.12,0,0,4.12,0,
31-9011.00,Massage Therapists,3.88,3.62,2.75,2.88,3.38,3.12,3,1.12,1.88,1.88,3,2.25,3.12,3.25,3.12,0.25,0,0.12,2,0.62,3.12,3.12,1,0,3.12,NA,
17-2131.00,Materials Engineers,4.75,4.75,3.88,4,4.25,4.75,3.88,4.62,3.12,3.88,3,2.12,2.12,2.25,0.75,0.5,1.12,1.88,1.38,0,0,0.88,0,0,3.5,NA,
19-2032.00,Materials Scientists,4.88,5,3.75,4.12,4.25,4.5,4.12,4,3.12,3.88,3,2.5,2.12,2.12,0.5,0.5,0.75,1.25,0.88,0,0,0,0,0,3.12,NA,
25-1022.00,"Mathematical Science Teachers, Postsecondary",5,4.88,3.38,3.5,3.25,4.12,3.5,4.75,2.12,2.12,2.75,2.62,0,0.62,0,0,0,0,0.62,0,0,0,0,0,4.88,NA,
15-2021.00,Mathematicians,5.38,5,4.75,4.88,4,5.25,4.75,6,3,3,3,2,0,1.75,0,0,0,0,0.38,0,0,0,0,0,3,NA,
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",3,3,2.12,2.12,2.75,2.75,2.75,1.5,2.12,2.25,2.25,2.12,3.25,2.88,2.5,1.88,2.38,2.38,2.25,1.5,2.12,2.5,0.25,0.75,2.75,NA,
49-9011.00,Mechanical Door Repairers,3.12,3.12,2.12,2.12,3,3,2.88,2.12,2.62,3.62,2.75,2.38,3.12,3.12,3,2,1.88,2.88,2,2,2.5,3.75,0.38,2,3,NA,
17-3013.00,Mechanical Drafters,3.88,3.88,3.25,3.38,3.5,3.62,3.75,3.62,3,4,3.25,2.25,2.38,3.25,0.12,0,0,0,0.75,0,0,0,0,0,3,NA,
17-3027.00,Mechanical Engineering Technologists and Technicians,4,4,3.12,3.25,4,4.12,4.12,3.5,3.25,3.88,3.25,2.62,3,3.12,2.88,2.5,2.25,3.12,2.12,1,1.75,2.62,0,1.25,3.12,NA,
17-2141.00,Mechanical Engineers,4.88,4.88,3.88,4,4.12,4.88,4.38,4.75,3.38,3.88,3.5,2.75,1.75,2.25,0.12,0,0.38,2.12,0.62,0.12,0,0,0,0,3.38,NA,
17-2199.05,Mechatronics Engineers,4.75,4.62,4,4.12,4.12,4.62,4.12,4,2.88,3.75,3.12,2.75,2.25,2.25,0.88,0.62,1.25,1.25,1.12,0,0,0.75,0,0.12,3.12,NA,
27-2012.03,Media Programming Directors,4,4.25,3.88,3.88,4,3.88,3.75,2.75,2.25,3,3.25,3,2,2.12,0.5,0.75,0.88,1,1.12,0.38,0,0,0,0.12,3.88,NA,
27-2012.05,Media Technical Directors/Managers,4.12,4.25,3.88,3.75,4,4,3.62,2,3.12,3.75,3.75,3.12,2.38,2.5,2,2,1.38,1.75,1.12,0,0.5,0.88,0,0.75,3.88,NA,
29-2012.00,Medical and Clinical Laboratory Technicians,3.88,3.88,2.88,2.88,3.75,3,3.62,2.88,2.88,2.88,3,2.75,3,3.12,2.62,2.12,2,2.12,1.88,1.38,2,2,0,0,2.88,NA,
29-2011.00,Medical and Clinical Laboratory Technologists,4.38,4,2.88,2.88,4.12,4,4,3,3.5,3,3.25,2.38,3.62,3.75,2.25,1.88,2,2.25,2.12,1.62,1.62,1.88,0,0,3.38,NA,
11-9111.00,Medical and Health Services Managers,4.88,4.12,3.62,3.75,4,4,3.75,3.62,2.62,2.12,3,2.62,0.5,0.5,0,0,0,0,0.88,0,0,0,0,0,4,NA,
51-9082.00,Medical Appliance Technicians,3.88,4,3,3,3.62,3.62,3.12,2.75,2.62,3.75,2.88,2.88,3.5,3.62,2.88,2.12,1.88,2.75,2.38,0,1.75,2.12,0,0,3.12,NA,
31-9092.00,Medical Assistants,4.12,4,2.88,2.75,3.75,3.5,3.12,2.75,2.88,2.12,2.88,3,3,3,2.12,1.38,0.75,1.12,1.25,0.62,1.88,1.75,0,0.25,3.12,NA,
31-9093.00,Medical Equipment Preparers,3.75,3.12,2,2,3.12,3.12,3,1.88,3.12,3.25,2.88,2.75,3.12,3.25,2.62,1.88,2,2.38,2.12,2.12,2.12,2.62,0.25,1.25,2.75,NA,
49-9062.00,Medical Equipment Repairers,3.88,4,2.88,2.88,3.25,3.5,4,2.75,3,4,3,2.25,3.38,4,2.88,2.12,1.62,2.12,1.88,1.12,1.88,3,0,1.12,3,NA,
19-1042.00,"Medical Scientists, Except Epidemiologists",5.12,5.12,4,4,5,4.88,4.25,4,3,2.88,3.12,2.88,2.38,2.88,0.25,0,0,0,0.75,0,0,0.12,0,0,4.25,NA,
43-6013.00,Medical Secretaries and Administrative Assistants,4,4,2.12,2,2.88,3,2.88,2,2.12,2,2.75,2.25,1.62,2.75,0,0,0,0,0.62,0,0,0,0,0,3,NA,
31-9094.00,Medical Transcriptionists,4.88,4,1.75,1.5,3,3,3,1.5,2.88,1.12,3.12,2,2.12,3.12,0.12,0,0,0,1.75,0,0.25,0,0,0,2.88,1,
13-1121.00,"Meeting, Convention, and Event Planners",4.25,4.25,3.75,3.62,4,3.88,3.5,3,2.5,3,2.88,3,2.25,2,1.5,0.12,0.5,0.62,0.75,0.25,1.75,1.75,0,0.12,3.62,0,
21-1023.00,Mental Health and Substance Abuse Social Workers,4.88,4.75,3.88,3.88,4.88,4.38,4,2.5,3,2.12,3,2.75,0,1.12,0.12,1.38,0,1,0.38,0.12,0.62,0.12,0,0,4,NA,
21-1014.00,Mental Health Counselors,4.88,4.88,4.12,4,5.12,4.75,3.88,2.25,2.62,2.12,3.62,2.25,0,1.5,0.5,0.88,0,0.88,0.62,0.25,0.5,0.38,0,0,4.62,NA,
27-1026.00,Merchandise Displayers and Window Trimmers,4,3.88,3.38,3.25,3,3.12,3.25,1.62,2.5,3.88,2.75,2.12,3.25,3.25,2.62,0.25,0.5,1.25,0.25,1.25,2.88,3.5,0,0,3.25,NA,
51-4051.00,Metal-Refining Furnace Operators and Tenders,3,3,2,2,3,2.88,3,2,3.12,3,3.25,2.75,3.12,3,3.62,2.75,2.88,3.25,2.12,1.75,2.88,3.12,0.62,2,2.38,NA,
43-5041.00,"Meter Readers, Utilities",3.25,3,2,2,2.88,2.75,2.88,2,2.88,2.38,2.5,2.25,2.5,2.38,2.88,2.62,2.25,2.75,2,1.62,2.12,3,0,1.88,2.75,1,
19-1022.00,Microbiologists,5.12,4.88,4,4.62,5,5,4.25,4,3.62,3.5,3.62,2.25,3.62,3.62,1.88,1.38,1.5,1.75,2,0,0.12,0.5,0,0,3.25,NA,
17-2199.06,Microsystems Engineers,4.75,4.5,4,4,4.25,4.5,4.12,3.75,3.38,3.62,3.38,3.25,3,2.88,1.25,0.25,1.25,1.12,1.5,0,0.25,1.25,0,0,3.62,NA,
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",4,4.5,3.12,3.12,3.62,3.75,3.75,3,2.75,2.88,3,2.88,0.25,1.5,0,0,0,0,0.25,0,0.38,0,0,0,4.12,NA,
29-9099.01,Midwives,4.38,4.25,3.38,3,5.12,4.62,3.75,2.38,3,2.88,3.88,2.75,3.62,3,2.88,1.88,0.75,1.5,1.88,0.12,1.88,2.25,0.38,0,3.62,NA,
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",3.25,3,2.12,2,3,3,3,2.38,2.88,3.12,3.12,2.12,3.5,3.12,3.12,2.25,2.62,3.25,2.25,0.88,2.25,2.75,0,0.88,2.75,NA,
49-9044.00,Millwrights,3.88,3.62,3,2.88,3.5,3.12,3.88,2.62,3.12,3.88,3.25,3,3.25,4,4,3.12,3.12,3.38,2.38,2.5,2.88,3.88,0.38,2,2.88,NA,
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",5,4.62,4,3.88,4.5,4.88,4.12,4.38,3.25,4,3.5,2.38,0.12,1.38,0.38,0.12,0,1.62,0.88,0,0,0,0,0.12,3.75,NA,
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.38,3,2,2,3.12,3.12,3.12,2,3.12,2.25,3.12,2.5,3,3,3.12,3,3,3.25,2.12,1.75,2.12,2.62,0.5,1.88,2.62,NA,
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3.88,3.62,2.88,2.88,3.62,3.62,3.88,2.25,3.38,4,3.5,2.88,3.25,3.75,4,3.25,3.12,3.5,3,2.38,2.5,4.25,0.5,2.12,2.88,NA,
51-4061.00,"Model Makers, Metal and Plastic",3.62,3.38,2.38,2.75,3.12,3.12,3.25,2.25,2.88,3.88,3.25,2.25,3.25,3.25,3.25,3.12,2.75,3.75,2.5,0.62,2,2.12,0.25,0.62,2.75,NA,
51-7031.00,"Model Makers, Wood",3.63,3.38,2.88,2.75,3,3.13,3.25,2.38,3,3.88,3.63,2.63,3.63,3.63,3.13,2,2.13,3.25,2.13,1.5,1.88,2.88,0,0.88,2.75,NA,
41-9012.00,Models,3,2.62,2.12,2.12,2,2,2,0.88,0.38,2,2.25,2.12,1.62,0.38,2,0.62,0.12,0.25,0,0.25,2,2.75,0.62,0,2.62,NA,
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",3,3,2,2,2.75,2.62,3,2,2.88,3,2.88,2.25,3.25,3.25,3,2.25,2.62,3,2.5,1.75,2.62,3,0.38,1.5,2.88,NA,
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3.12,3,2.25,2.25,3,2.88,3.12,2.12,3.12,3,3,2.38,3.12,3.12,3,2,3,3.12,2.38,1.5,2.5,2.75,0.38,1,2.75,NA,
19-1029.02,Molecular and Cellular Biologists,5.75,5.62,4.12,4.5,4.62,5,4.5,4.5,3,3,3.25,2.5,2.75,2.88,1.62,0.62,1,1,1.38,0,0.12,1,0,0,4.25,NA,
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.88,4,3,3,3.25,3.75,3.12,2.75,2.62,2.88,3.12,3,3,2.5,2.75,2.12,1.88,1.88,1.88,1.12,1.75,2,0,1.25,3.88,NA,
39-3021.00,Motion Picture Projectionists,3.5,3.12,1.88,2,2.88,2.75,3,0.38,2.88,2.88,3,2.12,2.88,2.88,2.5,1.38,2.38,2.88,1.25,0.5,1,1.75,0,1,3,NA,
49-3051.00,Motorboat Mechanics and Service Technicians,3.62,3.38,2,2,3.38,3.25,3.38,2,2.88,3.38,3,2.5,3,3.5,3.5,2.12,1.88,2.88,2,1.38,2,3.62,0,1.88,2.62,NA,
53-5022.00,Motorboat Operators,3.5,3.62,2.25,2.5,3.5,3,3.12,1.88,3.5,3.5,3.62,3.25,3,3.12,3.12,3.5,3.12,3.38,2.12,1.88,1.62,2.88,0,2.5,3,1,
49-3052.00,Motorcycle Mechanics,3.75,3.5,3,3,3.12,3.25,3,1.88,2.38,4,3,2.88,3.62,3.88,3.12,3.12,1.75,2.38,2.12,1.62,2.12,3.25,0.25,2.25,2.88,NA,
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.62,3.38,2.38,2.12,3.12,3,3.12,2,3,3.88,3.5,3,3.25,3.12,3,2,3,3.25,2.12,1.12,2,3,0,1.12,3,NA,
25-4013.00,Museum Technicians and Conservators,4,4,3.38,3.12,3.5,3.62,3.62,2.88,2.88,3.38,3,2.38,3.38,3.5,2.38,1.25,1.25,1.12,1.88,0,1.12,2.12,0,0,3.38,NA,
27-2041.00,Music Directors and Composers,4.12,4.12,4,4.12,3.38,4.12,4,1.88,2.75,2.25,3.38,2.62,2.12,2.12,2.62,0.88,1.38,0.75,1.88,1.12,1.25,1.5,0.88,2.88,3.62,NA,
29-1129.02,Music Therapists,4,4.12,3.88,3.88,4,4,3.75,2,3,2.75,3.75,3,3,2.88,2,1.38,0,1,1.38,0.5,1.75,1.25,0,1.12,4,NA,
49-9063.00,Musical Instrument Repairers and Tuners,3.5,3.62,2.75,2.75,3.12,3,3.25,2,2.5,3.75,3.25,2.62,4,4.25,3,1.62,1.88,2.12,2,0.38,1.12,2.12,0.25,0.88,2.88,NA,
27-2042.00,Musicians and Singers,4,3.62,3.25,3.5,3,2.75,3,1.75,2.75,2.62,3.25,2.62,2.62,2.88,3.25,1.25,1.38,1.62,1.75,1,1.75,1.75,0.75,1.62,3.62,NA,
39-9011.01,Nannies,3.88,3.88,3,3,4,3.25,3,0.62,2.38,2.62,3,3,2.75,2.12,2.75,2.62,1.12,1.88,1,0.62,2.12,2.75,0.25,1.25,3.12,NA,
17-2199.09,Nanosystems Engineers,5.38,4.88,4.12,4.38,4.38,5,4.25,4.62,3,3.88,3.25,2.25,3.12,2.88,1.75,0,1,1.25,2,0,0,1.88,0,0,3.75,NA,
17-3026.01,Nanotechnology Engineering Technologists and Technicians,4.19,4.06,3.31,3.19,3.69,3.88,3.56,3.31,3.44,3.31,3.44,2.75,3.13,3.44,1.75,0.88,1.69,2.38,2.13,0.5,1.19,1.94,0.25,0.25,3.31,NA,
11-9121.00,Natural Sciences Managers,4.88,5,4,3.88,4.12,5,4,4,2.5,2.25,2.88,2.12,1.12,1.75,1,0.75,0.75,1,0.5,0,0.5,0.5,0,0.62,4.75,NA,
29-1299.01,Naturopathic Physicians,5,5,3.88,3.88,5,5,4,2.88,3,2.88,3.12,2.75,1.88,2.5,0.62,0,0,0,1,0,0,0.25,0,0,4,NA,
15-1244.00,Network and Computer Systems Administrators,4.25,4,3.75,3.62,4,4,4,3.12,3,3.5,3.5,2.25,2.5,2.75,1.38,1.38,1.25,1.25,1.88,0,0,2,0,0,3,NA,
29-2099.01,Neurodiagnostic Technologists,4.12,4.12,2.62,2.5,4,4,3.88,2.38,3.12,2.88,3.12,2.38,3,3.12,2.25,2,0.75,1.5,1.12,0.25,0.88,2.12,0,0.12,3.12,NA,
29-1217.00,Neurologists,5.5,5.25,4.38,3.88,5.75,5,4.25,3.62,3.62,3.62,3,2.75,1.38,2.5,0,0.12,0,0.12,0.12,0,0,0,0,0,4.12,NA,
43-4141.00,New Accounts Clerks,4,4,2.38,1.75,2.88,3.12,3,2.75,2.12,1.88,2.12,2.12,1,1.88,0,0,0,0,0.75,0,0.25,0,0,0,3.12,NA,
27-3023.00,"News Analysts, Reporters, and Journalists",4.5,4.5,3.75,3.62,3.88,3.94,3.56,1.5,2.44,2.31,3.06,2.62,1.19,1.88,0.69,0.06,0,0,0.25,0,0,0,0,0,4.44,NA,
17-3029.01,Non-Destructive Testing Specialists,4,3.88,2.88,2.88,4.25,4,3.5,3,3.12,3.12,3,3,3,2.88,3,2,2,2.75,2,0.88,2,2.62,0,1.75,3,NA,
17-2161.00,Nuclear Engineers,5,5,3.88,3.62,4.88,4.38,4.12,4.12,3.38,3,3.25,3.12,1.88,1.25,0,0,0.5,0.62,0.5,0,0,0,0,0,3.38,NA,
29-2033.00,Nuclear Medicine Technologists,4.25,3.88,2.88,2.75,3.88,3.5,3.75,3,3,3,2.88,2.62,3,2.88,2,1.75,2,2.12,1,0.88,1.88,1.88,0,0,3,NA,
19-4051.02,Nuclear Monitoring Technicians,4,4,3,3,4.25,4,3.88,3,3.38,2.88,3.88,2.88,3,3,2,2,1.75,2.5,1.75,1.25,1.62,1.88,0,0,3.12,NA,
51-8011.00,Nuclear Power Reactor Operators,4,4,3,3,4.12,3.88,4,3.12,4,2.88,3.38,3,2.88,2.75,2,2.5,2.12,2.88,2,0,0,0,0,0,3.12,NA,
19-4051.00,Nuclear Technicians,4,3.88,2.38,2.12,4,4,3.88,3.38,4,3.38,4,3.5,2.88,2.88,2.75,2.75,2,3.62,1.88,1,1.75,2.75,0,1.75,3,NA,
29-1151.00,Nurse Anesthetists,5,4.25,3.75,3.25,5,4.12,4,3.12,3.38,3.12,4,3.12,3.12,3,2.88,1.75,2.12,2.5,2.12,0.12,1.88,2.12,0,0,3.38,NA,
29-1161.00,Nurse Midwives,4.75,4.62,3.25,3,5.12,4.38,4,2.75,3.12,2.88,3.12,3,3.12,3.12,2.75,1.12,0,0.75,0.62,0,2,2.25,0,0,3.88,NA,
29-1171.00,Nurse Practitioners,5,4.12,3.62,3.12,5.12,4.38,4,3.12,3,2.88,3,3,3,2.88,2.5,1.88,0.25,1.75,0.62,1.38,2.12,2.12,0,0,4,NA,
31-1131.00,Nursing Assistants,3.88,3.75,2.12,2.12,3,3,3,2,2.25,2,2.75,2.12,3,2.75,2.25,2.12,0.12,2,0.88,1.88,2.75,3.12,0.75,0.12,2.88,NA,
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",5,5,3.75,3.62,4.12,4,3.88,3,2.5,2.62,3,3,2.88,2.5,2,0.88,0,0.5,0.88,0,1.5,1.5,0,0,4.88,NA,
29-1218.00,Obstetricians and Gynecologists,5,5,3.38,3.12,5.88,4.88,4,2.88,3.12,2.88,3.12,3,4,3.5,2.88,1.38,0.25,1,0.75,0,1.62,1.88,0,0,3.75,NA,
19-5011.00,Occupational Health and Safety Specialists,4.12,4.5,3.25,3.25,4.62,4.25,3.75,3.12,3.38,3.12,3,2.75,1.38,2.62,1.75,0.5,0.62,2.25,0.5,0.38,0.88,0.88,0,0.75,3.88,NA,
19-5012.00,Occupational Health and Safety Technicians,3.88,4,3,3,4,3.88,3.25,2.88,3.38,2.25,2.88,2.75,1.88,2.5,1.88,0.75,0.38,1.75,1.38,0.5,1.38,1.75,0,1,3.62,NA,
29-1122.00,Occupational Therapists,4.12,4.12,3.88,3.88,4,4,4,2.5,2.88,2.88,3.12,2.75,2.88,3,2.62,0.5,0,0,0.38,0.62,2.12,2.12,0,0,4,NA,
31-2012.00,Occupational Therapy Aides,3.88,3.75,2.75,2.62,3.5,3.12,3,1.62,2.25,2.38,2.62,2.62,2.75,3,2.88,1.5,0.62,1,0.5,0.62,2.12,2.75,0.12,0.38,3.12,NA,
31-2011.00,Occupational Therapy Assistants,4.12,4.12,3.12,3.12,4,3.62,3.25,2,2.88,2.62,3,2.75,2.88,3,2.62,1.5,0.88,1.5,1.38,1.12,2.25,2.62,0,0.12,3,NA,
43-9061.00,"Office Clerks, General",3.62,3.62,2,2,2.75,2.88,3,2.62,2.5,2,2.75,2.12,1.75,1.88,0.75,0,0,0,0.75,0,0,0,0,0,3,NA,
43-9071.00,"Office Machine Operators, Except Computer",3.12,3,2.12,2.12,2.75,2.62,2.88,2,2.75,2.5,2.88,2.12,2.88,2.88,2.12,1.5,2.38,2.38,1.75,1.12,1.75,2.62,0,0.12,2.38,NA,
13-1199.06,Online Merchants,3.88,3.75,3.38,2.88,3,3.62,3.25,3.38,2.38,2.38,2.38,2,0.12,2.25,0.25,0,0,0,0.38,0,0,0.12,0.12,0,3,NA,
47-2073.00,Operating Engineers and Other Construction Equipment Operators,3.5,3,2.12,2.12,3,3,3,1.38,3.12,3.25,3.25,3.12,3.25,3,4,3.25,3.38,3.88,2,1.75,1.88,3,0,2,3,NA,
15-2031.00,Operations Research Analysts,4.75,4.38,4.12,4,4.12,4.38,4,4.75,2.25,2.75,3,2.12,0,1,0,0,0,0,0.25,0,0,0,0,0,3.25,NA,
51-9083.00,Ophthalmic Laboratory Technicians,3.62,3.25,2,1.88,3,3,3,2,2.88,3.12,3.12,2.12,4.12,3.75,2.88,1.38,2.88,3,2.88,1.5,1.5,1.88,0,0,2.62,NA,
29-2057.00,Ophthalmic Medical Technicians,4.12,4,2.5,1.88,3.5,3,3,2.5,2.12,2.62,3,2.25,3.38,3.25,2,0.12,0.12,0.25,0.88,0.38,0.62,1.5,0,0,3.12,NA,
29-2099.05,Ophthalmic Medical Technologists,4,4,2.75,2.75,4,3.25,3,2.75,3,2.62,3.12,2.12,3.38,2.88,2.12,1,1.12,1.12,1.75,0.62,1.38,1.62,0,0,3.38,NA,
29-1241.00,"Ophthalmologists, Except Pediatric",5.12,4.88,3.88,3.88,5.62,4.88,4,3.12,3.38,3.12,3.38,2.75,4.38,4.12,2.88,2.62,2.12,2.25,2.25,0.75,0.62,1.12,0,0.88,4,NA,
29-2081.00,"Opticians, Dispensing",3.88,4,2.88,3,3,3,3,2.75,2.88,2.88,2.88,2.62,3,3.12,2.62,1,1,1.38,2,0,0,0.88,0,0,3.12,NA,
29-1041.00,Optometrists,5,4.12,3.12,3,5,4.75,4,3,3.25,3,3.25,2.88,3.62,3.88,1.88,1.5,1,1.38,2,0,0,0.25,0,0,3.75,NA,
29-1022.00,Oral and Maxillofacial Surgeons,5.12,5,3.62,3.75,5.25,4.88,4.25,3,3.12,4.12,3.75,3,5,5.12,3.12,2.62,2.12,2.62,3.12,0.25,1.75,2.5,0,0,3.5,NA,
43-4151.00,Order Clerks,3.88,3.88,2.5,2,3.12,3,3,2.25,3,2.12,2.88,2.38,1.38,1.5,0.25,0.12,0.12,0.38,1.5,0,0.12,0.38,0,0,3.38,NA,
31-1132.00,Orderlies,3.12,3.12,1.88,2,2.75,2.75,2.38,1.12,2,1.75,2.12,2.12,2.25,2.38,2.12,1.75,0.88,2.25,1.38,1.62,2.75,3.12,0.75,0.38,2.5,NA,
29-1023.00,Orthodontists,4.25,4.12,3.38,3.25,4.88,4,4,2.88,3,3.62,3.25,2.88,3.88,4,2.88,1.38,1.12,1.38,1.5,0,0,2,0,0,3.38,NA,
29-1299.02,Orthoptists,4.88,4.88,3.25,3.12,4.88,4.38,3.62,2.38,3.12,3,3,2.38,3,3.38,1.88,0.12,0,0.12,1,0,0,0.62,0,0,3.62,NA,
29-2091.00,Orthotists and Prosthetists,4.75,4.75,3.38,3.75,4.25,4.38,3.88,3,2.75,4,2.88,2.38,3.38,3.62,3,0.5,0.88,1.88,1.25,0.25,1.25,2.12,0,0,3.62,NA,
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,3.12,3.25,2.5,2.12,3,3.12,3.12,2,2.88,3.88,3.12,2.5,3.12,3.62,3.12,2.38,2,2.88,2.5,1.75,2,3.38,0.12,2,2.75,NA,
51-9111.00,Packaging and Filling Machine Operators and Tenders,3,3,2.12,2.25,2.88,2.88,3,2.12,3,2.88,3,2.75,3.12,3.38,3,2.62,3,3.25,2.62,2.25,2.38,2.88,0.25,1.12,3,NA,
53-7064.00,"Packers and Packagers, Hand",3,2.88,0.88,0.62,2.5,2.12,2.12,1.12,2.12,1.88,2.12,1.75,2.25,2.62,2.75,1.12,1.5,1.88,1.62,2,2.25,2.88,0.5,0.5,2,NA,
47-2141.00,"Painters, Construction and Maintenance",3.12,2.88,2,2,2.5,2.88,3,1.38,2,2.5,2.75,2.12,3,3,2.88,2,2,2,1.62,2,2.62,3.25,0.38,1.12,2.62,NA,
51-9123.00,"Painting, Coating, and Decorating Workers",3,3,1.88,2,2.62,2.75,2.38,1.12,2.12,2.12,2.12,2.12,3.5,3,2.62,0.88,0.75,0.62,1.38,0.38,1.75,2.25,0.12,0,2.38,NA,
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",3,3,2.12,2.12,2.75,2.75,3,1.5,2.88,2.88,3.12,2.5,3.12,3,3,1.5,2.5,3,2,1.38,2.12,3,0.38,0.88,2.25,NA,
47-2142.00,Paperhangers,2.88,2.62,1.62,1.75,2.62,2.5,2.88,1.12,2.5,3,2.75,2.5,3.12,3.12,3,1.75,2.12,1.38,0.25,2.38,2.88,3.75,0.5,1,2.38,NA,
23-2011.00,Paralegals and Legal Assistants,4,4,2.62,2.88,3.25,3.38,3.25,2,2.88,2.12,2.62,2,0.38,1.75,0,0,0,0,1,0,0,0,0,0,3.38,1,
19-1031.03,Park Naturalists,4.12,4.38,3.25,3.25,3.38,3.38,3.25,2,3,3,3,3,2.12,1.88,2,1.62,1.38,1.38,1.25,0,1.88,1.88,0,1.25,4.12,NA,
53-6021.00,Parking Attendants,2.88,3.38,1.75,1.75,2.88,2.5,2.5,1.75,2.75,2.62,3.12,2.38,2.12,2.5,2.62,2.62,1.75,2.75,1,1.62,2.38,2.62,0.12,1.75,2.75,NA,
33-3041.00,Parking Enforcement Workers,3.5,3.88,2.25,2.25,3.12,3,3,1.5,2.5,2.12,2.25,2.12,2.12,2.25,2.62,2.38,1.75,2.38,1,1.62,2,2.12,0,1.75,2.88,NA,
41-2022.00,Parts Salespersons,3.88,4,2.75,2.5,2.88,3,3,2.25,3,2.88,3,2.75,2.88,2.88,2,1.25,0.88,1.12,1.12,0.12,1.88,2.5,0,0.75,3.25,NA,
53-6061.00,Passenger Attendants,3.62,4,2.12,2.12,3.25,2.88,2.62,1.5,2.5,2,2.75,2.75,2.12,1.88,2.12,1.88,0.75,1.5,0.75,1.12,1.88,2.12,0,0.75,3.5,NA,
29-2099.08,Patient Representatives,4,4,3,3,3.62,3.12,3,2.38,2.62,1.88,3,2.88,1.5,1.88,0.62,0,0,0,0.25,0,1.88,0.88,0,0.12,3.62,NA,
51-4062.00,"Patternmakers, Metal and Plastic",3,3,2.62,2.5,3.12,3,3.12,2.12,2.88,3.38,3.25,2.62,3.25,3.12,3.12,2.12,2.62,2.88,2,1.12,1.75,2.38,0.38,0.75,2.88,NA,
51-7032.00,"Patternmakers, Wood",3.62,3.12,2.25,2.5,3,3,3.12,2.62,3,3.88,3.12,2.5,3.88,3.62,3.12,3,2.75,3.75,2.62,2.5,2.12,2.88,0.25,1.25,2.88,NA,
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",3,3,1.5,1.62,2.88,2.75,3,1.75,2.88,3,3,2.88,3,3,4,3.25,3.25,3.5,2.12,2,2.38,3,1,1.5,2.62,NA,
43-3051.00,Payroll and Timekeeping Clerks,3.88,3.88,2.12,2.12,3.25,3,3.12,3.38,2.62,1.75,2.88,2.12,0.88,1.62,0,0,0,0,0.88,0,0,0,0,0,3.12,NA,
29-1221.00,"Pediatricians, General",5,5,3.38,3.25,5.12,4.5,4,2.88,3,2.38,3.25,3,2.75,2.62,0.12,0.12,0,0,0.38,0,0.38,0,0,0,3.5,NA,
31-1122.00,Personal Care Aides,3.62,3.25,2.12,2,3,3,3,1.75,2.12,2.25,2.5,2.38,2.62,2,2.12,1.12,0.88,1.38,0.62,0.88,2.25,2.5,0,0.75,3.12,NA,
13-2052.00,Personal Financial Advisors,4,4.5,3.25,3,4,4.62,3.38,3.75,2.88,1.75,2.88,2.62,0,1.5,0,0,0,0,0.25,0,0,0,0,0,3.88,NA,
